123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
627,05.05.2025,Rampal,Uzalkur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
628,05.05.2025,Rampal,Uzalkur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
629,07.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
630,07.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
631,07.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
632,07.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
633,07.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
634,14.05.2025,Rampal,Sonatunia,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
635,14.05.2025,Rampal,Sonatunia,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
636,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
637,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
638,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
639,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
640,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
641,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
642,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
643,14.05.2025,Rampal,Kadamdi,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
644,19.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
645,19.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
646,19.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
647,19.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
648,19.05.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
649,19.05.2025,Rampal,Sonatunia,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
650,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
651,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
652,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
653,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the gourd tree are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
654,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the Sweet gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
655,24.05.2025,Rampal,Gobindapur,Uzalkur,Milibugs in papaya,"Suggested to pruning, Use Shampoo@ 1 pack/5 L water",Mobile Clinic,Started working as advised
656,24.05.2025,Rampal,Gobindapur,Uzalkur,Milibugs in papaya,"Suggested to pruning, Use Shampoo@ 1 pack/5 L water",Mobile Clinic,Started working as advised
657,24.05.2025,Rampal,Gobindapur,Uzalkur,Fruit Fly in Sweet gourd,Suggested to use Pheromone trap@1pc/2 decimal land,Mobile Clinic,Started working as advised
658,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
659,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
660,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the Bottle gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
661,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the Bottle gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
662,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the Bottle gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
663,24.05.2025,Rampal,Gobindapur,Uzalkur,The flowers and fruits of the Bottle gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
664,24.05.2025,Rampal,Gobindapur,Uzalkur,Wanted to know about fertilizer doses for Summer water melon bed,Urea:TSP:MOP:Boron: Zinc- 150:100:75:10:10 gm,Mobile Clinic,Started working as advised
665,04.06.2025,Rampal,Gobindapur,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
666,04.06.2025,Rampal,Gobindapur,Uzalkur,How to prepare soil for sac zinger cultivation,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
667,04.06.2025,Rampal,Gobindapur,Uzalkur,How to prepare soil for sac zinger cultivation,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
668,04.06.2025,Rampal,Gobindapur,Uzalkur,How to prepare soil for sac zinger cultivation,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
669,04.06.2025,Rampal,Gobindapur,Uzalkur,How to prepare soil for sac zinger cultivation,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
670,15.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
671,15.06.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the gourd tree are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
672,15.06.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the Sweet gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
673,15.06.2025,Rampal,Kadamdi,Uzalkur,Milibugs in papaya,"Suggested to pruning, Use Shampoo@ 1 pack/5 L water",Mobile Clinic,Started working as advised
674,15.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
675,15.06.2025,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
676,16.06.2025,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
677,16.06.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the gourd tree are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
678,16.06.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the Sweet gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
679,16.06.2025,Rampal,Kadamdi,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
680,16.06.2025,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
681,16.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
682,21.06.2025,Rampal,Kadamdi,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
683,21.06.2025,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
684,21.06.2025,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
685,21.06.2025,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
686,21.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
687,26.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
688,26.06.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
689,26.06.2025,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
690,26.06.2025,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
691,26.06.2025,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
692,02.07.2025,Rampal,Gobindapur,Uzalkur,Bitter gourd sapling leaves Fungal &  Pumpkin beetle affected,1. Use Sex Pheromon Trap or Sticky trap .2 .Mix Cypermethrin group insecticide 1ml /1 liter of water & spray at evening & after two  days mix  Mancozeb + Metalaxyl group pesticide o.5 gm / 1liter of water and spray.,Mobile Clinic,Started working as advised
693,02.07.2025,Rampal,Sonatunia,Uzalkur,Bitter gourd sapling leaves Fungal &  Pumpkin beetle affected,1. Use Sex Pheromon Trap or Sticky trap .2 .Mix Cypermethrin group insecticide 1ml /1 liter of water & spray at evening & after two  days mix  Mancozeb + Metalaxyl group pesticide o.5 gm / 1liter of water and spray.,Mobile Clinic,Started working as advised
694,02.07.2025,Rampal,Sonatunia,Uzalkur,Bitter gourd sapling leaves Fungal &  Pumpkin beetle affected,1. Use Sex Pheromon Trap or Sticky trap .2 .Mix Cypermethrin group insecticide 1ml /1 liter of water & spray at evening & after two  days mix  Mancozeb + Metalaxyl group pesticide o.5 gm / 1liter of water and spray.,Mobile Clinic,Started working as advised
695,02.07.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
696,02.07.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Mobile Clinic,Started working as advised
697,02.07.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Field Visit,Started working as advised
698,02.07.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Field Visit,Started working as advised
699,02.07.2025,Rampal,Boronobabpur,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Field Visit,Started working as advised
700,02.07.2025,Rampal,Sonatunia,Uzalkur,How to cultivate climate adaptibe vegetables variety in Kharif 2,Discussed about Climate adaptive vegetables production,Field Visit,Started working as advised
701,03.07.2025,Rampal,Sonatunia,Uzalkur,Seedling are getting too long,Seedlings need to be taken care of and regularly exposed to sunlight,Mobile Clinic,Started working as advised
702,03.07.2025,Rampal,Kadamdi,Uzalkur,Seedling are getting too long,Seedlings need to be taken care of and regularly exposed to sunlight,Mobile Clinic,Started working as advised
703,03.07.2025,Rampal,Sonatunia,Uzalkur,Red Pumpkin Beetle Insect Attack,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
704,03.07.2025,Rampal,Sonatunia,Uzalkur,Seedling are getting too long,Seedlings need to be taken care of and regularly exposed to sunlight,Mobile Clinic,Started working as advised
705,03.07.2025,Rampal,Sonatunia,Uzalkur,Red Pumpkin Beetle Insect Attack,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
706,03.07.2025,Rampal,Kadamdi,Uzalkur,Red Pumpkin Beetle Insect Attack,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
707,03.07.2025,Rampal,Sonatunia,Uzalkur,Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
708,03.07.2025,Rampal,Sonatunia,Uzalkur,Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
709,03.07.2025,Rampal,Sonatunia,Uzalkur,Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
710,03.07.2025,Rampal,Kadamdi,Uzalkur,Red Pumpkin Beetle Insect Attack,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
711,03.07.2025,Rampal,Kadamdi,Uzalkur,Red Pumpkin Beetle Insect Attack,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
712,07.07.2025,Rampal,Boronobabpur,Uzalkur,Biter Gourd Root rot rot,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
713,07.07.2025,Rampal,Kadamdi,Uzalkur,Biter Gourd Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
714,07.07.2025,Rampal,Kadamdi,Uzalkur,Biter Gourd Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
715,07.07.2025,Rampal,Bamondor,Uzalkur,Biter Gourd Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
716,07.07.2025,Rampal,Bamondor,Uzalkur,Sweet Gourd Root Rot Disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
717,07.07.2025,Rampal,Bamondor,Uzalkur,Cucumber Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
718,07.07.2025,Rampal,Bamondor,Uzalkur,Biter Gourd Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
719,07.07.2025,Rampal,Sonatunia,Uzalkur,Bottle GourdRoot rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
720,07.07.2025,Rampal,Kadamdi,Uzalkur,Biter Gourd Root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
721,08.07.2025,Rampal,Boronobabpur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
722,08.07.2025,Rampal,Boronobabpur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
723,08.07.2025,Rampal,Boronobabpur,Uzalkur,The flowers and fruits of the gourd tree are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
724,08.07.2025,Rampal,Boronobabpur,Uzalkur,The flowers and fruits of the Sweet gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
725,08.07.2025,Rampal,Boronobabpur,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
726,08.07.2025,Rampal,Boronobabpur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
727,08.07.2025,Rampal,Boronobabpur,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
728,08.07.2025,Rampal,Boronobabpur,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
729,08.07.2025,Rampal,Boronobabpur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
730,08.07.2025,Rampal,Boronobabpur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
731,09.07.2025,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
732,09.07.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the gourd tree are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
733,09.07.2025,Rampal,Kadamdi,Uzalkur,The flowers and fruits of the Sweet gourd are falling.,"Suggested to pruning, Use of Urea,TSP,MOP @ 200,150&100 gm/seeding.",Mobile Clinic,Started working as advised
734,09.07.2025,Rampal,Kadamdi,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
735,09.07.2025,Rampal,Kadamdi,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
736,09.07.2025,Rampal,Kadamdi,Uzalkur,Wanted to know Soil sterilization and bed preparation process,"Discussed about Climate adaptive vegetables production, Soil sterilization process",Mobile Clinic,Started working as advised
737,09.07.2025,Rampal,Kadamdi,Uzalkur,Brinjal shoot and fruit borer,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
738,10.07.2025,Rampal,Gobindapur,Uzalkur,Red Pumpkin Beetle Insect Attack on Bitter Gourd,Cypermethrin+ Chloropyrifos @2 ml/L,Mobile Clinic,Started working as advised
739,10.07.2025,Rampal,Gobindapur,Uzalkur,Sweet Gourd Root Rot Disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
740,10.07.2025,Rampal,Gobindapur,Uzalkur,Bitter leaf curl disease,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
741,10.07.2025,Rampal,Gobindapur,Uzalkur,Bitter leaf curl disease,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
742,10.07.2025,Rampal,Gobindapur,Uzalkur,Bitter Gourd root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
743,10.07.2025,Rampal,Gobindapur,Uzalkur,Bottle Gourd root rot disease,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
744,13.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Bitter Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
745,13.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Sweet Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
746,13.07.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Field Visit,Started working as advised
747,13.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
748,13.07.2025,Rampal,Bamondor,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Field Visit,Started working as advised
749,13.07.2025,Rampal,Sonatunia,Uzalkur,Stem Rot of Sweet Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
750,13.07.2025,Rampal,Sonatunia,Uzalkur,Stem Rot of Bitter Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
751,13.07.2025,Rampal,Bamondor,Uzalkur,Stem Rot of Bitter Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
752,13.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
753,13.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Cucumber,Mancozeb@ 2ml/L,Field Visit,Started working as advised
754,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
755,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
756,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
757,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Mobile Clinic,Started working as advised
758,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
759,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
760,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
761,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
762,14.07.2025,Rampal,Bara Nababpur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
763,14.07.2025,Rampal,Dhaldha,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
764,"15.07,2025",Rampal,Bara Nababpur,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
765,16.07.2025,Rampal,Dhaldha,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
766,16.07.2025,Rampal,Kadomdi,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Mobile Clinic,Started working as advised
767,16.07.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
768,16.07.2025,Rampal,Sonatunia,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
769,16.07.2025,Rampal,Kadomdi,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
770,16.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
771,16.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
772,16.07.2025,Rampal,Sonatunia,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
773,16.07.2025,Rampal,Kadomdi,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
774,17.07.2025,Rampal,Bamondor,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
775,17.07.2025,Rampal,Bamondor,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Mobile Clinic,Started working as advised
776,17.07.2025,Rampal,Sonatunia,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
